obs_uid,item_name,bh_name
4088a50f-0311-4e88-98fa-eb54572d1ea5,"Mackerel, un-cleaned","Fresh, chilled or frozen fish and seafood"
40934d78-bc06-4e8f-ba73-725ac83e7f24,"Fresh apple, red delicious",Fresh or chilled fruit
40b35293-4dc4-4abd-b14b-21a38dc5f3eb,Fresh oranges,Fresh or chilled fruit
40b38e35-fead-4ac4-8b93-d015d25fdb65,Chicken legs,Poultry
40b611e0-7cc4-4682-b301-650cf9f65652,"Fresh apple, red delicious",Fresh or chilled fruit
40c68f85-efcd-44c9-b0a2-752253558cad,Fresh cucumber,Fresh or chilled vegetables other than potatoes
40d39f41-0e04-4e20-bc18-2561a12a1d6b,Fresh cucumber,Fresh or chilled vegetables other than potatoes
40ea51cc-0a40-4bee-b434-1c411e19cd96,"Goat, mixed cut, with bones","Lamb, mutton and goat"
40ecc541-8ef8-47cc-b20c-faffa9f16529,"Fresh potatoes, brown",Fresh or chilled potatoes
41305ce6-9c4c-4639-8c13-7045dc92149e,"Fresh bananas, standard",Fresh or chilled fruit
415051db-0302-4c62-8f6f-507040a97c23,Fresh cucumber,Fresh or chilled vegetables other than potatoes
41516b21-1629-4e55-9be6-c77ba8420e81,"Fresh apples, typical local variety",Fresh or chilled fruit
415427f9-5412-4e84-8215-396536f023ff,Fresh carrots,Fresh or chilled vegetables other than potatoes
41595a18-5a4c-40c9-b3aa-7368e1cd79ca,"Fresh apple, red delicious",Fresh or chilled fruit
41b6c3d5-f216-4c9b-b27a-7b61fe1cd1a7,"Beef, minced",Beef and veal
41d03ed4-3be5-48ca-9bc4-6a04ba644431,Fresh cucumber,Fresh or chilled vegetables other than potatoes
4215c561-5f6f-4610-bef1-0a338066f40a,"Fresh bananas, standard",Fresh or chilled fruit
42277913-dc60-4a53-92c4-50d9b8cd5ccf,Fresh cucumber,Fresh or chilled vegetables other than potatoes
424a4a72-e632-4753-ab0b-0f1e34813b4f,"Chicken eggs, caged hen, large size",Egg and egg-based products
426ba28d-1e55-4c1e-b3a6-19325cc4cd07,"Beef, with bones",Beef and veal
427472e5-5aba-47dd-9a76-7bb383e8fc30,"Pork, fillet",Pork
427d70a1-de64-43f8-a868-65a167544d6a,"Fresh potatoes, brown",Fresh or chilled potatoes
42d83f79-5931-4cb7-8635-38f63d483d97,Fresh oranges,Fresh or chilled fruit
42ef884c-26e2-4f74-8e9a-c9e6fc11e138,"Chicken eggs, caged hen, large size",Egg and egg-based products
43024a28-3aef-44e7-9378-cead157339ec,"Fresh apple, red delicious",Fresh or chilled fruit
430758e7-2860-4946-8091-b01cdfd8d142,"Fresh apples, typical local variety",Fresh or chilled fruit
4310356f-76ca-4913-ab1d-3687a0587785,Fresh carrots,Fresh or chilled vegetables other than potatoes
431373fe-37cf-41bc-a1a0-52b78a967c6e,"Fresh potatoes, brown",Fresh or chilled potatoes
432ddcd3-fa88-4d12-a0ea-2d55a51b2273,"Fresh potatoes, brown",Fresh or chilled potatoes
433df02d-2146-44c8-9dc9-d2f7c8bf66bf,Fresh cucumber,Fresh or chilled vegetables other than potatoes
436f555c-1f53-478e-a878-9eedad8bec92,Fresh onions,Fresh or chilled vegetables other than potatoes
43adec32-ffd9-429b-bbaa-88fcf88538c2,"Fresh bananas, standard",Fresh or chilled fruit
43aea3aa-363b-4041-bc26-159286d5eb17,Fresh cucumber,Fresh or chilled vegetables other than potatoes
43d1d0b2-f4e3-489b-8215-68be165906ad,Carp,"Fresh, chilled or frozen fish and seafood"
43ee2e88-eb85-4f82-ba8c-bf43e23b6088,"Goat, mixed cut, with bones","Lamb, mutton and goat"
440db336-15d4-4297-a6e2-f27f04f277b4,"Chicken eggs, caged hen, large size",Egg and egg-based products
4434d739-c8c5-4871-be08-9e53281dcfb7,Fresh onions,Fresh or chilled vegetables other than potatoes
4436cbc0-fd13-4266-b9fa-26aea4c728d9,"Fresh bananas, standard",Fresh or chilled fruit
444d0bd9-5c1b-4d1e-be9b-48f6fbf266cb,"Fresh apples, typical local variety",Fresh or chilled fruit
444d1c4c-3963-4cbc-9543-ffe137a9635a,"Fresh apple, red delicious",Fresh or chilled fruit
445a4b93-e414-4766-b5ca-e0528e8f8339,"Pork, fillet",Pork
446e48ae-6ba9-49e2-b620-033bf05d79a7,"Beef, minced",Beef and veal
448a27e6-0514-43e8-a49d-b2e30c7fe2d2,"Beef, minced",Beef and veal
448f7531-62dd-4477-ae21-66ebdcafba90,"Lamb, chops","Lamb, mutton and goat"
449992f7-9d4e-492e-96c1-bc9ea25018eb,"Beef, with bones",Beef and veal
44a6b42b-9292-4c36-aca0-bbf9b0ed5e03,Fresh carrots,Fresh or chilled vegetables other than potatoes
44b0f44e-792c-4dac-b9a9-c825664a10a9,Fresh carrots,Fresh or chilled vegetables other than potatoes
44c23141-250a-4e65-b4e4-5e3c49bfed4f,Fresh carrots,Fresh or chilled vegetables other than potatoes
450167a9-9a98-490c-a60a-3f4950d213a0,Fresh cucumber,Fresh or chilled vegetables other than potatoes
4505debf-6d5a-45b6-8a4d-02b5ef9272d9,"Chicken, whole, frozen",Poultry
4520b9cf-a34e-4967-804c-33bd99f6f033,"Chicken, whole, frozen",Poultry
4537de87-c123-4234-a478-7341fe8e9a34,"Fresh bananas, standard",Fresh or chilled fruit
4543d8c2-4bee-4212-8bbe-4ac61919194b,"Fresh bananas, standard",Fresh or chilled fruit
454b05f1-4239-4c41-9f82-daa4ad45b583,"Fresh apple, red delicious",Fresh or chilled fruit
456de16d-f70c-4222-91cf-f2409e978294,"Pork, ribs",Pork
4586e87f-001a-404d-8338-0d4c92bb5f79,Fresh onions,Fresh or chilled vegetables other than potatoes
45941e04-066c-4274-ac61-1863feafcbfc,"Fresh potatoes, brown",Fresh or chilled potatoes
459c0672-2199-4b75-818e-9fa4ea9be49f,"Fresh potatoes, brown",Fresh or chilled potatoes
45c543bd-61c4-4240-bde3-1abea83385cc,"Chicken eggs, caged hen, large size",Egg and egg-based products
45d568d3-eeca-42c5-9411-5eb2ff496dcc,Fresh carrots,Fresh or chilled vegetables other than potatoes
45e3df54-5062-4256-b1e3-ad5e4dc0cb35,Fresh carrots,Fresh or chilled vegetables other than potatoes
46069591-2492-426a-8789-75a77ce5f854,Fresh onions,Fresh or chilled vegetables other than potatoes
462efe08-1e2e-41fd-8273-2b913316ef88,Fresh onions,Fresh or chilled vegetables other than potatoes
464b38f3-fa8a-48c1-98d2-9e2ba4d03289,"Fresh apples, typical local variety",Fresh or chilled fruit
46ca64c2-e58c-4909-ba11-d888d8ce1752,"Beef, minced",Beef and veal
470f520e-2c7f-4f2f-911f-1c71674dc72e,"Beef, minced",Beef and veal
47608fab-ff61-404a-bb09-ecbdf3ee9085,Fresh oranges,Fresh or chilled fruit
476b3b53-0da4-48ba-9314-d3e3e061cdc5,Fresh cucumber,Fresh or chilled vegetables other than potatoes
47953aac-ba02-4170-a2d6-7db9673fdbb2,"Beef, with bones",Beef and veal
47ee63dc-3e86-44da-b670-8b179936edd9,"Fresh apple, red delicious",Fresh or chilled fruit
48096f35-79a0-440b-bd50-7dd978502fd1,"Fresh potatoes, brown",Fresh or chilled potatoes
480e85aa-2964-4ede-8fea-02085dfac98e,"Fresh apples, typical local variety",Fresh or chilled fruit
481b2750-bf4d-400d-96b2-9faaaf41641e,Fresh onions,Fresh or chilled vegetables other than potatoes
484e82ae-9308-412d-a19a-58b07b6935c8,"Lamb, chops","Lamb, mutton and goat"
48541693-2c98-49b5-9be1-99a05bf158c2,"Fresh apples, typical local variety",Fresh or chilled fruit
4862e476-9b09-4dce-ac7f-fbfc125242ef,"Fresh apple, red delicious",Fresh or chilled fruit
4877fb54-f46a-4d09-9ff4-8900795ec123,"Lamb, chops","Lamb, mutton and goat"
488096d4-23a0-4700-ab52-3fef1c274f34,"Fresh potatoes, brown",Fresh or chilled potatoes
48b30da3-c800-43c0-943a-bd7f5e6d0140,"Beef, with bones",Beef and veal
48cc43e0-44b3-43f6-a566-4ab8191e4b93,"Pork, ribs",Pork
48d23063-d8f6-4fce-afd1-00ff445e3d60,"Beef, minced",Beef and veal
48f5fcb9-f0a6-47fa-a5db-0f553d6c1fdf,"Fresh apples, typical local variety",Fresh or chilled fruit
49060dce-464e-45a4-ab87-416d35e25777,"Chicken eggs, caged hen, large size",Egg and egg-based products
490c4b83-7914-4ea3-81b9-423a4286fed8,"Fresh apples, typical local variety",Fresh or chilled fruit
491ad2e0-ebca-445f-958b-33ca95a3b5df,"Fresh potatoes, brown",Fresh or chilled potatoes
492d2114-482b-4fde-a7ce-182eb3390c45,"Chicken eggs, caged hen, large size",Egg and egg-based products
496d8c99-faa5-4a7a-8b5e-8e825ee436a1,Fresh onions,Fresh or chilled vegetables other than potatoes
4983d6bd-3639-4827-a66e-eecb084cd788,"Beef, with bones",Beef and veal
49e44d39-7a57-41d7-a061-e980086fd3ce,"Fresh apple, red delicious",Fresh or chilled fruit
49f729f8-50fc-43cc-a1d9-6d834bac62fc,"Fresh apple, red delicious",Fresh or chilled fruit
49f77fbe-fbac-4657-958c-f7900938891d,"Fresh potatoes, brown",Fresh or chilled potatoes
4a45e0f2-809b-4d31-992e-92948ca52e27,"Fresh apple, red delicious",Fresh or chilled fruit
4a5ebdee-bb38-4cc1-8cb2-2637b9ada743,"Fresh potatoes, brown",Fresh or chilled potatoes
4a7515cf-1b61-43d5-83aa-ec5b8372e9c9,"Fresh apples, typical local variety",Fresh or chilled fruit
4a82ee13-c003-4615-813d-0995e7d34238,"Chicken, whole, frozen",Poultry
4ab77579-67a7-4dec-ba55-c8a28d1b8a15,"Shrimps, peeled, frozen","Fresh, chilled or frozen fish and seafood"
4afbaeeb-f210-4b18-b9ec-8a0841e92228,Fresh oranges,Fresh or chilled fruit
4b0626f2-a87d-4e50-ae63-adcd0a341404,Fresh carrots,Fresh or chilled vegetables other than potatoes
4b141461-b151-4e23-b8eb-34ac10d22e58,"Fresh bananas, standard",Fresh or chilled fruit
4b28ce57-415f-4cdc-b02d-580c91f32432,"Chicken eggs, caged hen, large size",Egg and egg-based products
4b5f2937-2cdc-4ceb-bd78-4bb1e48b9f7c,"Beef, minced",Beef and veal
4b858a67-15be-4351-a8f6-b6847be707c2,"Chicken, whole, fresh",Poultry
4baad5fe-dae3-4899-b2ba-8d52177f7380,Fresh oranges,Fresh or chilled fruit
4baea41e-1d3a-44a0-8739-45d61e9d6235,"Chicken eggs, caged hen, large size",Egg and egg-based products
4bb93c04-96ce-45cb-b0c3-b61ec9f7a7df,"Fresh apple, red delicious",Fresh or chilled fruit
4bbb565e-01f7-43cd-b57a-ceda1e5bf7da,"Chicken, whole, frozen",Poultry
4bc14720-bb81-48e4-b429-c14b6e0afc63,"Fresh potatoes, brown",Fresh or chilled potatoes
4bc5db5b-870c-4145-b62b-05b287783a5a,"Fresh potatoes, brown",Fresh or chilled potatoes
4bdb9d53-01d4-42cc-9f15-565829ca1425,"Fresh apple, red delicious",Fresh or chilled fruit
4bf8f53a-1aab-46df-a31b-8b6086ead2d9,Tilapia,"Fresh, chilled or frozen fish and seafood"
4c09d9f4-3ab6-4ee6-9ea0-9f8466780d8f,"Chicken eggs, caged hen, large size",Egg and egg-based products
4c0a145d-6d30-49f4-9bc4-811ec7deacb0,Fresh carrots,Fresh or chilled vegetables other than potatoes
4c366d98-023e-4500-9fc9-0c3eb6509068,"Pork, fillet",Pork
4c4eed54-a25e-454f-9da8-f2a4682bdfe9,"Fresh bananas, standard",Fresh or chilled fruit
4c56df78-ebae-4272-a0d7-4f25e8778d0d,"Mackerel, un-cleaned","Fresh, chilled or frozen fish and seafood"
4c6b8e6f-c43f-402c-9f87-81035645ae53,Fresh carrots,Fresh or chilled vegetables other than potatoes
4c9de824-e373-4a3f-bda2-de57b56170e1,"Fresh apple, red delicious",Fresh or chilled fruit
4ca3e019-d9fa-462a-a97f-31fffebfff7e,Fresh cucumber,Fresh or chilled vegetables other than potatoes
4cb71a51-87a8-4244-84a0-5bf0dedeedea,"Fresh bananas, standard",Fresh or chilled fruit
4cbb6d37-a483-4048-8369-ae4b994ccc79,Fresh onions,Fresh or chilled vegetables other than potatoes
4ccc32ed-2087-42df-ab7f-0aa0dada31c5,Fresh cucumber,Fresh or chilled vegetables other than potatoes
4cf32a7e-8788-4004-a8fe-c3862cbe2b9b,Fresh oranges,Fresh or chilled fruit
4d285d81-7aac-415b-ad96-d1a560218533,"Fresh apples, typical local variety",Fresh or chilled fruit
4d32cd5a-fe8f-4891-bc1c-7a564b22fa7a,"Fresh bananas, standard",Fresh or chilled fruit
4d4968e2-337c-4300-bcfd-59e3cbf1e1b5,Fresh oranges,Fresh or chilled fruit
4d5eef23-9e13-45c4-9e14-d3cf9a1beb12,"Chicken, whole, frozen",Poultry
4d6233ce-aa44-4819-9fb4-7d48365f45f4,Fresh cucumber,Fresh or chilled vegetables other than potatoes
4d91a14f-af0f-410f-bf39-4b2c517d2a99,Fresh cucumber,Fresh or chilled vegetables other than potatoes
4daced03-a22b-47ae-bfc3-2379d3479d4d,"Fresh bananas, standard",Fresh or chilled fruit
4e178337-c159-4743-a091-611c6960304a,"Chicken, whole, frozen",Poultry
4e438768-a776-4bfe-9615-409a623f5f29,"Beef, with bones",Beef and veal
4e6fe7cb-540e-4410-9a27-7738bd81abf8,"Chicken eggs, caged hen, large size",Egg and egg-based products
4e939851-8f19-47cf-a785-0c8f88e15596,Fresh oranges,Fresh or chilled fruit
4ea87229-ca16-4fba-951e-95c217b8f10a,"Chicken, whole, fresh",Poultry
4eabe96a-cd39-4f07-8842-5ec0fbdd2360,Chicken legs,Poultry
4ee2c6ea-c022-4f65-802f-1c812d9f7c3a,"Fresh bananas, standard",Fresh or chilled fruit
4f119e7b-ecf9-4d7c-9801-e264868b971e,Fresh onions,Fresh or chilled vegetables other than potatoes
4f2ff1b6-7e4a-4f8f-a202-b569088a3ca4,Fresh onions,Fresh or chilled vegetables other than potatoes
4f3133ef-7de4-4272-b723-af97cd2d7c6c,"Fresh apples, typical local variety",Fresh or chilled fruit
4f53ca74-2edf-4963-b49c-c2427a8a1fb2,"Fresh apple, red delicious",Fresh or chilled fruit
4f5de8ac-a6ac-495f-affe-14cc845aa40b,"Fresh bananas, standard",Fresh or chilled fruit
4f611273-5824-49cc-9242-2a91e3a6e230,"Fresh bananas, standard",Fresh or chilled fruit
4f63ffb0-0bbc-40c7-99b6-d5c7f16d8d9c,"Fresh apples, typical local variety",Fresh or chilled fruit
4f6c8853-fd35-4e82-839e-a63021fe9b6c,"Mackerel, un-cleaned","Fresh, chilled or frozen fish and seafood"
4fc11120-832e-494f-a924-5de09042f645,Fresh cucumber,Fresh or chilled vegetables other than potatoes
4fc9a7b3-cbe0-497b-a60a-205d30e7e877,Fresh oranges,Fresh or chilled fruit
4fd72195-6262-4c71-a186-ff85d7ce16e8,Fresh carrots,Fresh or chilled vegetables other than potatoes
4fe1338e-1f43-4240-ad4a-7faecc63b17e,"Fresh apple, red delicious",Fresh or chilled fruit
4fe5b06d-2f1b-41f5-a029-158c79728bb5,"Chicken eggs, caged hen, large size",Egg and egg-based products
4ff72c09-30f4-4607-aa0c-85a1cb2bff9f,"Chicken eggs, caged hen, large size",Egg and egg-based products
4ff7c6d2-c115-4562-a87f-00a9f0e29207,"Mackerel, un-cleaned","Fresh, chilled or frozen fish and seafood"
501d2f32-c5e6-42a6-a6d3-32f5b96b3c2b,"Beef, with bones",Beef and veal
50553380-086e-4b6b-b23e-530c6fbfd251,"Fresh apple, red delicious",Fresh or chilled fruit
5082cd2c-ac64-49bf-8e55-a14f16917b6a,"Fresh apple, red delicious",Fresh or chilled fruit
50ce13e6-bfe8-43e1-9210-725d7887d405,Fresh carrots,Fresh or chilled vegetables other than potatoes
50f48541-df1b-48cf-9dcc-cd9e692790af,Fresh onions,Fresh or chilled vegetables other than potatoes
5105fdda-3639-4fa4-97f6-ed242f500c3a,"Beef, with bones",Beef and veal
51133bc6-5d0b-45ce-b821-63756a802720,Fresh onions,Fresh or chilled vegetables other than potatoes
512c94fe-5d4c-454c-a1fe-12efcf42fc3c,Fresh onions,Fresh or chilled vegetables other than potatoes
514d0c79-8e74-4f25-a0ac-cb6bc60eb1b4,"Fresh apples, typical local variety",Fresh or chilled fruit
515cb2b4-bb86-4ec5-b6f6-c9552f5caa52,"Chicken eggs, caged hen, large size",Egg and egg-based products
515d369e-c80f-4df9-9fd4-ed75b7f8860c,"Beef, minced",Beef and veal
51604202-dffa-4113-b48f-d0f8652ec127,"Goat, mixed cut, with bones","Lamb, mutton and goat"
5165f2f7-cabd-44c2-ba57-3ae7f7bf6f55,Fresh carrots,Fresh or chilled vegetables other than potatoes
518bf75e-54bf-47d9-8c51-e73ffd5be23a,"Chicken, whole, fresh",Poultry
51d4e792-c3bd-4830-9a7a-68843ac089a9,"Pork, ribs",Pork
51d7b553-abf6-4c2d-bf75-6f44e1f6c96a,Fresh onions,Fresh or chilled vegetables other than potatoes
51e91fda-ed8c-473d-af2f-85c5859cd279,"Chicken eggs, caged hen, large size",Egg and egg-based products
51f38a53-8a1e-4dcd-b41e-12c7d257a28f,"Fresh apple, red delicious",Fresh or chilled fruit
52147733-3215-4c1f-af66-0450276fe1a4,"Fresh apple, red delicious",Fresh or chilled fruit
521d8ceb-d9b0-4492-8e8c-06c560891f79,Fresh oranges,Fresh or chilled fruit
52201743-d3b9-427d-a2b1-c0cc775caaa3,Fresh oranges,Fresh or chilled fruit
524ced14-6103-4fd5-9462-a046a477c7ac,"Fresh apple, red delicious",Fresh or chilled fruit
529c1ca9-78ed-480d-baab-55d24d02a4cb,Tilapia,"Fresh, chilled or frozen fish and seafood"
52b8c9fb-f7f9-4faa-93dc-d85d10093966,"Lamb, chops","Lamb, mutton and goat"
52c4dbf8-32d3-4e14-8a85-f858d6089357,Fresh carrots,Fresh or chilled vegetables other than potatoes
53093707-2040-4c88-9ced-84aebe9b45f2,"Fresh potatoes, brown",Fresh or chilled potatoes
530a0b3a-c11b-4b9e-8d01-04a03e6d08bd,"Fresh bananas, standard",Fresh or chilled fruit
5315ead9-a27d-4bdc-a90f-207430c70639,"Chicken eggs, caged hen, large size",Egg and egg-based products
531c857c-8a35-497b-b323-e0cbf4840130,Fresh onions,Fresh or chilled vegetables other than potatoes
533a7098-5283-4e0d-83d3-d580a58a4630,Fresh oranges,Fresh or chilled fruit
5341432d-0eac-4dcd-a406-a79350ba60fc,Fresh oranges,Fresh or chilled fruit
53447dfa-d9b7-488c-b0e8-6f87c3f132a9,Fresh oranges,Fresh or chilled fruit
534e4eae-d5c2-468f-8d62-7a413b492dbf,"Fresh bananas, standard",Fresh or chilled fruit
536340e1-2dfc-483d-93ba-94d483ca34ab,"Chicken, whole, fresh",Poultry
5365f821-0e30-4377-8b44-108c13a7969d,"Fresh potatoes, brown",Fresh or chilled potatoes
5389aef5-9a52-4eee-b076-0aef8486b3aa,"Fresh apple, red delicious",Fresh or chilled fruit
5393592e-1bd3-41a5-8c40-cc4778197274,"Fresh potatoes, brown",Fresh or chilled potatoes
53c0c341-eb39-47ac-b2ef-d0727e13bbc5,"Fresh apple, red delicious",Fresh or chilled fruit
53e8405f-6612-4657-b020-eba43eba392d,"Pork, ribs",Pork
53eec3eb-c289-46af-a63d-2b8d68ce76c2,Fresh oranges,Fresh or chilled fruit
53f1eb06-c400-43ee-af59-1a68250c001e,"Fresh potatoes, brown",Fresh or chilled potatoes
5408785f-1f69-4684-9def-22c476366550,Fresh carrots,Fresh or chilled vegetables other than potatoes
5413ad84-3a51-4c71-8c1d-9697fb842c54,Fresh cucumber,Fresh or chilled vegetables other than potatoes
5448cf4f-4be2-4f77-88e4-ca2d1e5c51a8,"Fresh potatoes, brown",Fresh or chilled potatoes
544f1fd7-7e8f-45f3-9b97-4710bd3fbd72,Fresh onions,Fresh or chilled vegetables other than potatoes
54517515-fab2-47d1-87ab-b31a2933363c,Fresh onions,Fresh or chilled vegetables other than potatoes
545bce6d-b475-4513-a041-a5a0f95b2048,"Fresh apples, typical local variety",Fresh or chilled fruit
5461480c-9d66-43d1-90e0-fcbb7f6a10d6,Fresh oranges,Fresh or chilled fruit
546cb97f-1e5c-4221-a697-068a1471f99a,"Chicken eggs, caged hen, large size",Egg and egg-based products
546e5ece-c8ab-4bb8-9b85-1fdc123db037,Fresh cucumber,Fresh or chilled vegetables other than potatoes
5487044c-d65d-4bf3-84e2-e7315ae462ff,Fresh oranges,Fresh or chilled fruit
54c6bd79-281c-4d1e-9bf2-b101c45e9ca3,"Beef, with bones",Beef and veal
54cafd21-f2ee-44ab-83fe-fc6444d597fb,"Pork, ribs",Pork
54f6db78-e6b5-44db-95fb-5d486b04a8fb,Fresh carrots,Fresh or chilled vegetables other than potatoes
5509efba-e2b3-4850-b086-d7dafad69d68,Fresh onions,Fresh or chilled vegetables other than potatoes
552833ba-9d97-4df4-ba16-f61d236dfdf9,"Fresh bananas, standard",Fresh or chilled fruit
5580f3d7-d6ec-43a9-a3ca-cb9a4ad20daf,"Beef, with bones",Beef and veal
561a2757-93f9-42e7-8d84-5bc4f7385380,"Mackerel, un-cleaned","Fresh, chilled or frozen fish and seafood"
564ed446-222b-4f95-ae57-45d1c35ad534,"Fresh apples, typical local variety",Fresh or chilled fruit
565b3d15-cb22-4987-8231-43c82294ac64,Fresh carrots,Fresh or chilled vegetables other than potatoes
565fec82-4752-4855-9289-a79f435f7e78,"Fresh potatoes, brown",Fresh or chilled potatoes
56816133-e01a-4c17-9df8-be84bd34b2b0,"Goat, mixed cut, with bones","Lamb, mutton and goat"
5681f681-b5dd-4421-a72b-214b84ad7bd3,"Fresh apple, red delicious",Fresh or chilled fruit
568e6fac-5904-4553-8171-33dd1f0fc44a,"Fresh bananas, standard",Fresh or chilled fruit
56a46da5-7dfe-4069-b015-ce3c4a63d1f1,Fresh cucumber,Fresh or chilled vegetables other than potatoes
56b01351-a1ba-49a1-a5b9-2b92e752a75b,"Chicken eggs, caged hen, large size",Egg and egg-based products
56b96283-8aa4-4f7d-b1f5-daae461ca4ad,Fresh cucumber,Fresh or chilled vegetables other than potatoes
56e2717a-a0a4-4045-bc93-1257851bef7f,"Fresh potatoes, brown",Fresh or chilled potatoes
57090405-b1f3-482c-81a1-75b3a1c1c95a,"Fresh bananas, standard",Fresh or chilled fruit
575972e6-339c-41c9-aa98-f491c4e1acca,Fresh cucumber,Fresh or chilled vegetables other than potatoes
5772535e-7ac3-430d-a072-97d4e4a01660,"Fresh bananas, standard",Fresh or chilled fruit
57859c09-d5c4-4322-9e3b-8b00467d758f,Fresh onions,Fresh or chilled vegetables other than potatoes
57b2ab44-ca1d-4ac7-9801-6729d7211adb,Fresh onions,Fresh or chilled vegetables other than potatoes
57b89701-3f5d-4792-804a-ad0ed7ac5200,Chicken legs,Poultry
57b9ea39-9f3a-4f7e-bf7f-cba2e1bdb0fd,"Shrimps, peeled, frozen","Fresh, chilled or frozen fish and seafood"
57d0de7f-9e19-4993-b93d-65f016e0818d,"Mackerel, un-cleaned","Fresh, chilled or frozen fish and seafood"
57e2dc5b-662a-49c5-a1db-d841482d0c8c,Fresh oranges,Fresh or chilled fruit
581528f5-5735-462c-88f0-506e02b64bcd,"Beef, minced",Beef and veal
584eae84-b67d-4599-bf27-a44d857476a4,"Chicken, whole, fresh",Poultry
587998c3-d753-47c0-9d95-8b84bf10b03f,"Fresh potatoes, brown",Fresh or chilled potatoes
58a20f04-56ba-45fa-9c5d-d30a6ee53587,"Fresh apple, red delicious",Fresh or chilled fruit
58ba3fa6-798b-4df5-ae62-a0080374434c,"Chicken, whole, frozen",Poultry
58c28db4-dfaf-4422-a379-10d75c464e1b,"Fresh apples, typical local variety",Fresh or chilled fruit
58d7679c-c0cf-4d1b-b85d-bb78474597b4,"Chicken eggs, caged hen, large size",Egg and egg-based products
58d96ff2-0389-4e36-b18e-d91e8d550208,"Fresh potatoes, brown",Fresh or chilled potatoes
58f972ba-7b58-44dd-86de-af3a3a4e35fe,Fresh onions,Fresh or chilled vegetables other than potatoes
58fcce5d-3be8-4229-a17f-c482db90cff1,Fresh cucumber,Fresh or chilled vegetables other than potatoes
58ffb856-63c7-439c-a2ec-e23cf77214b6,"Fresh potatoes, brown",Fresh or chilled potatoes
59001cf7-766e-4ad5-bdda-750168f9ab64,Fresh onions,Fresh or chilled vegetables other than potatoes
59137d1b-9da8-40be-8235-54a4586ed02e,"Fresh potatoes, brown",Fresh or chilled potatoes
59261834-3f9a-4ce4-ac61-1e5d4fa38b6e,"Chicken, whole, fresh",Poultry
595a6f6a-aec1-4386-98a6-99bda9e93f2b,"Fresh apple, red delicious",Fresh or chilled fruit
5963cd31-3d01-4297-99e9-4257d0ac4f20,Fresh onions,Fresh or chilled vegetables other than potatoes
5967e3d1-bdef-4ace-a063-8fc9e6d5ce54,"Fresh apple, red delicious",Fresh or chilled fruit
596fe541-345f-4d54-b5ef-fd354827075f,"Fresh bananas, standard",Fresh or chilled fruit
5981c31e-fbbb-4235-887c-b97ca5e47ff4,Fresh onions,Fresh or chilled vegetables other than potatoes
59be9a4f-b786-456d-bbcb-6bec2b723c68,"Chicken eggs, caged hen, large size",Egg and egg-based products
59d0484c-d4ad-42f3-856b-b1adc5bb045d,Fresh onions,Fresh or chilled vegetables other than potatoes
59da5651-42ae-4ddf-9bc4-5ab047c48bb8,Fresh carrots,Fresh or chilled vegetables other than potatoes
5a00b14f-c7bb-4ff0-9dec-bc17af6787dd,Fresh cucumber,Fresh or chilled vegetables other than potatoes
5a78b4b1-4e60-40a6-bb7f-96a31cfca251,"Beef, with bones",Beef and veal
5a8391b3-2db6-4a2e-a2b4-56851dc779e8,Fresh onions,Fresh or chilled vegetables other than potatoes
5a880ca8-39e6-4af8-91ab-e3885dfcaaf8,"Shrimps, peeled, frozen","Fresh, chilled or frozen fish and seafood"
5a8ed712-7c2f-4d80-935c-04e2c84162c2,"Fresh potatoes, brown",Fresh or chilled potatoes
5a934daf-d766-4ec7-99b2-1aa59fe5aaa9,Fresh onions,Fresh or chilled vegetables other than potatoes
5ac7734b-70f1-4f17-9e68-5230bcdf6a19,Fresh cucumber,Fresh or chilled vegetables other than potatoes
5ad1da4b-cf99-43a3-a1dc-4234aaefac55,Fresh cucumber,Fresh or chilled vegetables other than potatoes
5ae84d08-d7aa-4fd1-8155-90e8ef4aaf8b,Chicken legs,Poultry
5afe644f-f6bc-447d-ab82-93a866d836a8,"Shrimps, peeled, frozen","Fresh, chilled or frozen fish and seafood"
5b0deed4-2527-4018-8994-8c96124d9d57,Tilapia,"Fresh, chilled or frozen fish and seafood"
5b0fd565-87ab-4f6c-9f58-bffad20c0d5f,"Beef, with bones",Beef and veal
5b114736-8ae9-4943-b71d-9c6f007736d8,Fresh onions,Fresh or chilled vegetables other than potatoes
5b3eb945-6f44-4899-940e-31069399646d,"Fresh apple, red delicious",Fresh or chilled fruit
5b3f1931-e4b2-496b-ab82-366b4de59ea7,"Fresh apples, typical local variety",Fresh or chilled fruit
5b61b543-b49b-44c4-bb75-6fc6bcea8c93,Fresh carrots,Fresh or chilled vegetables other than potatoes
5b79eccb-5dde-4b46-bc46-ebfef22d9b77,"Shrimps, peeled, frozen","Fresh, chilled or frozen fish and seafood"
5b8652f9-a3fc-48cc-a68a-ca387ceb93a0,Fresh carrots,Fresh or chilled vegetables other than potatoes
5b8d9eca-08c1-4dd6-91b3-641d2052b45e,Tilapia,"Fresh, chilled or frozen fish and seafood"
5b8ea08e-4d44-447c-85df-d1f466e36433,Fresh onions,Fresh or chilled vegetables other than potatoes
5bd90465-ab24-4449-9fa7-8bd92ebb466a,Fresh cucumber,Fresh or chilled vegetables other than potatoes
5be6270d-2a4f-41fa-9f44-3b125745c131,"Chicken eggs, caged hen, large size",Egg and egg-based products
